isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9.78068E+12,Isak Dinesen   Karen Blixen,1937,Out of Africa,eng,3.96,0,626
9.78044E+12,John Grisham,1991,The Firm,eng,3.89,1,875
9.78045E+12,James Ellroy,1987,The Black Dahlia (L.A. Quartet   #1),en-US,3.75,1,1068
9.78074E+12,Aron Ralston,2004,Between a Rock and a Hard Place,en-US,3.82,0,972
9.78081E+12,Karen Thompson Walker,2012,The Age of Miracles,eng,3.64,0,1096
9.78039E+12,Stephen King   Jerry N. Uelsmann,2005,'Salem's Lot,eng,4.25,0,735
9.78044E+12,Sidney Sheldon,1973,The Other Side of Midnight (Midnight #1),eng,3.89,1,1006
9.78022E+12,Roald Dahl   Quentin Blake,1981,George's Marvellous Medicine,eng,4.02,1,1433
9.78006E+12,Dorothy L. Sayers,1927,Unnatural Death (Lord Peter Wimsey   #3),eng,4.11,1,1121
9.78043E+12,Nora Roberts,2016,Bay of Sighs (The Guardians Trilogy   #2),eng,4.15,0,621
9.78035E+12,Jo Nesbø   Don Bartlett,1998,Cockroaches (Harry Hole   #2),eng,3.71,1,1035
9.78081E+12,Elizabeth Kolbert,2014,The Sixth Extinction: An Unnatural History,eng,4.09,0,690
9.78157E+12,Susan Hill   John Lawrence,1983,The Woman in Black,eng,3.68,0,948
9.78035E+12,David Eddings,1982,The Belgariad   Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad   #1-3),eng,4.27,1,639
9.78032E+12,Michael Connelly,2006,Echo Park (Harry Bosch   #12; Harry Bosch Universe   #14),eng,4.07,0,514
9.78055E+12,Kelley Armstrong,2004,Industrial Magic (Women of the Otherworld   #4),en-US,4.12,0,1474
9.7814E+12,Miranda Kenneally,2011,Catching Jordan,eng,3.85,1,1469
9.78043E+12,Dean Koontz,1989,The Bad Place,en-US,3.86,0,1435
9.78006E+12,Sara Shepard,2011,Never Have I Ever (The Lying Game   #2),eng,4.03,1,513
9.7814E+12,David Ebershoff,2008,The 19th Wife,en-US,3.63,0,1039
9.78014E+12,Susan Sontag,1973,On Photography,eng,3.84,0,1025
9.78044E+12,John Saul,1977,Suffer the Children,en-US,3.9,1,606
9.78094E+12,Anonymous   Ananda Maitreya   Thich Nhat Hanh   Balangoda Ananda Maitreya Maitreya,-500,The Dhammapada,eng,4.29,1,686
9.78161E+12,Joe Hill   Gabriel Rodríguez,2014,Locke & Key   Vol. 6: Alpha & Omega,eng,4.5,0,699
9.78039E+12,Sydney Taylor,1951,All-of-a-Kind Family (All-of-a-Kind Family   #1),eng,4.23,0,716
9.78062E+12,Jamie McGuire,2011,Requiem (Providence   #2),eng,4.15,0,1271
9.78188E+12,Ernesto Che Guevara   Aleida Guevara March,1993,The Motorcycle Diaries: Notes on a Latin American Journey,eng,3.79,1,716
9.78157E+12,Nick Hornby,2003,Songbook,en-US,3.56,0,591
9.78142E+12,Susan Cooper,1975,The Grey King (The Dark Is Rising   #4),eng,4.18,1,1298
9.78043E+12,Anthony  Ryan,2014,Tower Lord (Raven's Shadow   #2),eng,4.19,1,702
9.78045E+12,August Wilson,1986,Fences (The Century Cycle #6),eng,3.84,0,1279
9.78082E+12,Erskine Caldwell   Lewis Nordan,1932,Tobacco Road (Brown Thrasher Books),en-US,3.73,0,1337
9.78285E+12,Kazue Kato,2009,Blue exorcist   Tome 2,fre,4.48,1,606
9.78006E+12,The Waiter   Steve Dublanica,2008,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,eng,3.49,0,1241
9.78006E+12,Kimberly Derting,2011,Desires of the Dead (The Body Finder   #2),en-US,4.07,0,955
9.78055E+12,Dan Simmons,1997,The Rise of Endymion (Hyperion Cantos   #4),eng,4.16,1,948
9.78033E+12,David Baldacci,1995,Absolute Power,eng,4.15,0,1204
9.78038E+12,Noam Chomsky   Edward S. Herman,1988,Manufacturing Consent: The Political Economy of the Mass Media,eng,4.22,1,633
9.78006E+12,James Rollins,2008,The Last Oracle (Sigma Force   #5),eng,4.15,0,871
9.78014E+12,Gerald Durrell   Helma Lapiņa,1956,My Family and Other Animals (Corfu Trilogy   #1),en-US,4.27,0,933
9.78035E+12,Douglas Adams,2002,The Salmon of Doubt (Dirk Gently   #3),eng,3.92,1,1307
9.78076E+12,Ramit Sethi,2009,I Will Teach You To Be Rich,eng,4.04,0,1126
9.78142E+12,Kanoko Sakurakouji   JN Productions   Pancha Diaz,2007,Black Bird   Vol. 01 (Black Bird   #1),eng,4.08,1,1017
9.78089E+12,Tad Williams,1998,River of Blue Fire (Otherland   #2),eng,4,1,1251
9.78159E+12,Hiromu Arakawa   Akira Watanabe,2002,Fullmetal Alchemist   Vol. 1 (Fullmetal Alchemist   #1),eng,4.49,1,579
9.78006E+12,Lisa Kleypas,2005,It Happened One Autumn (Wallflowers   #2),eng,4.15,1,1122
9.78006E+12,Laura Joffe Numeroff   Felicia Bond,1991,If You Give a Moose a Muffin,en-US,4.17,1,1425
9.78032E+12,Jonathan Safran Foer,2009,Eating Animals,eng,4.18,0,1231
9.78159E+12,Frank Miller,1992,Sin City   Vol. 1: The Hard Goodbye (Sin City   #1),eng,4.16,1,791
9.78006E+12,John Fante   Charles Bukowski,1939,Ask the Dust (Arturo Bandini   #3),eng,4.14,1,1145
9.78032E+12,Michael Connelly,2011,The Drop (Harry Bosch   #17; Harry Bosch Universe   #21),eng,4.14,1,861
9.78158E+12,Agatha Christie,1942,The Body in the Library (Miss Marple   #3),eng,3.85,0,1057
9.78156E+12,Frank Miller   Klaus Janson   Lynn Varley,1986,Batman: The Dark Knight Returns (The Dark Knight Saga   #1),eng,4.25,0,672
9.78047E+12,Alice  Miller   Ruth Ward,1979,The Drama of the Gifted Child: The Search for the True Self,en-GB,4.09,0,921
9.78044E+12,Ilona Andrews,2007,Magic Bites (Kate Daniels   #1),eng,4.07,0,577
9.7804E+12,Nora Roberts,2009,Black Hills,en-US,4.08,1,1408
9.78014E+12,J.M. Coetzee,1980,Waiting for the Barbarians,eng,3.94,1,1419
9.78031E+12,George W. Bush,2010,Decision Points,eng,3.77,1,784
9.78074E+12,William Shakespeare,1603,Othello,eng,3.88,0,846
9.78081E+12,Reza Aslan,2005,No god but God: The Origins   Evolution and Future of Islam,eng,4.13,1,929
9.78142E+12,Aya Nakahara   Pookie Rolf,2001,Love★Com   Vol. 1,eng,4.22,0,962
9.78045E+12,Arthur C. Clarke,1979,The Fountains of Paradise,eng,3.96,1,1276
9.78032E+12,Brian  McClellan,2013,Promise of Blood (Powder Mage   #1),eng,4.16,0,724
9.7804E+12,Neale Donald Walsch,1995,Conversations with God: An Uncommon Dialogue   Book 1,eng,4.15,1,699
9.78045E+12,David Baldacci,2008,Divine Justice (Camel Club   #4),en-US,4.17,0,648
9.78031E+12,Matthew Reilly,2003,Scarecrow (Shane Schofield   #3),eng,4.21,0,745
9.7804E+12,J.D. Robb,2010,Indulgence in Death (In Death   #31),eng,4.32,0,1276
9.78067E+12,Bertrand Russell,1945,A History of Western Philosophy,en-US,4.05,1,830
9.78006E+12,Cynthia Hand,2015,The Last Time We Say Goodbye,eng,4.11,0,1489
9.78079E+12,Brian Michael Bendis   Olivier Coipel   Tim Townsend   Rick Magyar   John Dell   Scott Hanna   Frank D'Armata   Chris Eliopoulos   James Taveras   Omar Otieku   Tom Valente   Esad Ribic,2006,House of M,eng,3.97,0,886
9.78006E+12,James Rollins,2007,The Judas Strain (Sigma Force   #4),eng,4.15,0,763
9.78014E+12,William Makepeace Thackeray   John Carey,1847,Vanity Fair,eng,3.76,1,905
9.78006E+12,Kim Harrison,2012,A Perfect Blood (The Hollows   #10),en-US,4.38,0,1282
9.78058E+12,Terry Pratchett,1995,Maskerade (Discworld   #18; Witches #5),eng,4.06,0,710
9.78043E+12,Nora Roberts,2014,Shadow Spell (The Cousins O'Dwyer Trilogy   #2),en-US,4,1,540
9.78087E+12,René Descartes   Donald A. Cress,1637,Discourse on Method and Meditations on First Philosophy,eng,3.67,0,1004
9.78014E+12,Rudyard Kipling   Edward Said,1901,Kim,eng,3.72,1,1329
9.78141E+12,Anton Chekhov,1897,Uncle Vanya,eng,3.84,0,1375
9.78069E+12,Tamora Pierce,1988,Lioness Rampant (Song of the Lioness   #4),en-US,4.28,0,953
9.78053E+12,Jussi Adler-Olsen   Lisa Hartford,2007,The Keeper of Lost Causes (Department Q   #1),eng,3.98,0,869
9.78006E+12,Simon Winchester,1998,The Professor and the Madman: A Tale of Murder   Insanity and the Making of the Oxford English Dictionary,eng,3.84,0,1160
9.78014E+12,Jack Kerouac,1958,The Dharma Bums,en-US,3.94,0,589
9.78045E+12,James Patterson   Peter de Jonge,2002,The Beach House,eng,3.82,1,809
9.78006E+12,Gregory Maguire,2003,Mirror Mirror,eng,3.27,1,1102
9.78006E+12,Bill Bryson,1989,The Lost Continent: Travels in Small Town America,en-US,3.83,1,795
9.78006E+12,Perry Moore   Andrew Adamson   C.S. Lewis,2005,The Chronicles of Narnia - The Lion   the Witch   and the Wardrobe Official Illustrated Movie Companion,en-US,4.48,0,1213
9.78074E+12,Janet Evanovich,2009,Sizzling Sixteen (Stephanie Plum   #16),eng,3.93,0,729
9.78142E+12,Steven Levy,2011,In the Plex: How Google Thinks   Works   and Shapes Our Lives,en-US,3.83,0,932
9.78067E+12,Gene Wolfe,1980,The Shadow of the Torturer (The Book of the New Sun #1),eng,3.8,1,931
9.78014E+12,Gustave Flaubert   Robert Baldick   Geoffrey Wall,1869,Sentimental Education,eng,3.83,1,1091
9.78038E+12,Steven Naifeh   Gregory White Smith,2011,Van Gogh: The Life,eng,4.09,1,836
9.78034E+12,Jojo Moyes,2007,Silver Bay,eng,3.62,0,847
9.78019E+12,Horace Walpole,1764,The Castle of Otranto,eng,3.18,0,866
9.78125E+12,Lisa Scottoline,2014,Keep Quiet,eng,3.76,1,704
9.78144E+12,Kresley Cole,2010,Demon from the Dark (Immortals After Dark #10),eng,4.47,1,1452
9.78037E+12,Rachel Vincent,2009,My Soul to Save (Soul Screamers   #2),en-US,3.98,1,734
9.78067E+12,Julie Garwood,1991,The Prize,eng,4.22,1,935
9.78125E+12,Chevy Stevens,2014,That Night,eng,3.92,1,1299
9.78067E+12,Clive Cussler,1985,Flood Tide (Dirk Pitt   #14),eng,3.88,0,929
9.78031E+12,Will Schwalbe,2012,The End of Your Life Book Club,eng,3.81,1,1017
9.78031E+12,Ian Rankin   Mircea Pricăjan,1987,Knots and Crosses (Inspector Rebus   #1),eng,3.83,0,1052
9.78006E+12,Brodi Ashton,2012,Everneath (Everneath   #1),en-US,3.76,1,1302
9.78039E+12,Mark Dunn,2001,Ella Minnow Pea: A Novel in Letters,eng,3.84,1,946
9.78006E+12,Marlo Morgan,1990,Mutant Message Down Under,eng,3.79,0,578
9.78161E+12,Brandon Mull,2010,Keys to the Demon Prison (Fablehaven   #5),eng,4.42,0,1282
9.78006E+12,Neal Stephenson,1999,Cryptonomicon,eng,4.25,1,746
9.78098E+12,Steve Alten,1997,Meg (MEG   #1),eng,3.76,0,1156
9.78044E+12,John Marsden,1997,Burning For Revenge (Tomorrow   #5),eng,4.18,0,783
9.78184E+12,Tom Robbins,1984,Jitterbug Perfume,eng,4.24,0,1123
9.78074E+12,Zane,1998,Addicted,eng,4.26,0,1480
9.78031E+12,Michael Cunningham,1998,The Hours,en-US,3.91,1,564
9.78006E+12,Wiley Cash,2012,A Land More Kind Than Home,eng,3.84,1,927
9.78038E+12,Rachel Cohn   David Levithan,2006,Nick & Norah's Infinite Playlist,en-US,3.73,0,1149
9.78079E+12,Eric Shanower   Skottie Young   L. Frank Baum,2010,Oz: The Wonderful Wizard of Oz,eng,4.08,1,1161
9.78031E+12,Lawrence Wright,2013,Going Clear: Scientology   Hollywood   and the Prison of Belief,eng,4.02,0,1402
9.78045E+12,Richard Bachman   Stephen King,1977,Rage,eng,3.8,0,1487
9.78144E+12,Kathy Reichs,2011,Flash and Bones (Temperance Brennan   #14),eng,3.86,1,1304
9.78159E+12,Ottessa Moshfegh,2015,Eileen,eng,3.38,1,720
9.78145E+12,Amanda Hocking,2010,Hollowland (The Hollows   #1),eng,3.97,1,1416
9.78001E+12,Cecelia Ahern,2008,The Gift,en-GB,3.68,1,557
9.78999E+12,مصطفى إبراهيم,2013,المانيفستو,ara,4.21,1,869
9.78159E+12,Mia Ikumi   Reiko Yoshida,2003,Tokyo Mew Mew   Vol. 1 (Tokyo Mew Mew   #1),en-US,3.95,0,846
9.78006E+12,Harriet Lerner,1985,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,en-US,4.02,1,1152
9.78031E+12,Andrea Levy,2004,Small Island,en-US,3.89,0,1144
9.78038E+12,Isaac Asimov,1953,The Foundation Trilogy (Foundation   #1-3),eng,4.39,1,920
9.78039E+12,Bram Stoker   Nina Auerbach   David J. Skal,1897,Dracula,eng,3.98,0,524
9.78161E+12,Jennifer Lynn Barnes,2010,Raised by Wolves (Raised by Wolves   #1),eng,3.94,1,660
9.78039E+12,Karin Slaughter,2008,Fractured (Will Trent   #2),en-US,4.18,1,789
9.78044E+12,James Clavell,1966,Tai-Pan (Asian Saga   #2),eng,4.25,0,1126
9.78141E+12,Matthew Reilly,2007,The Six Sacred Stones (Jack West Jr   #2),eng,4.16,1,1469
9.78039E+12,Wes  Moore   Tavis Smiley,2010,The Other Wes Moore: One Name   Two Fates,en-GB,3.77,0,1038
9.78041E+12,Richard Yates,1961,Revolutionary Road,eng,3.89,1,1444
9.78142E+12,Rick Riordan,2012,The Serpent's Shadow (Kane Chronicles   #3),eng,4.28,0,663
9.78007E+12,Leil Lowndes,1999,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,en-US,3.8,1,1111
9.78006E+12,Jo Nesbø   Don Bartlett,2002,Nemesis (Harry Hole   #4),eng,3.98,0,665
9.7814E+12,Richard Henry Dana Jr.,1840,Two Years Before the Mast: A Sailor's Life at Sea,eng,3.96,0,993
9.78033E+12,Cath Crowley,2010,Graffiti Moon,eng,3.9,1,506
9.78006E+12,Terry Pratchett,1987,Mort (Death   #1; Discworld   #4),eng,4.22,1,669
9.78031E+12,Christopher Hitchens   Titus Lucretius Carus   Omar Khayyám   Thomas Hobbes   Baruch Spinoza   David Hume   James Boswell   Percy Bysshe Shelley   George Eliot   Charles Darwin   Leslie Stephen   Anatole France   Mark Twain   Joseph Conrad   Thomas Hardy   Emma Goldman   H.P. Lovecraft   Carl Van Doren   H.L. Mencken   Sigmund Freud   Albert Einstein   George Orwell   John Betjeman   Chapman Cohen   Bertrand Russell   Philip Larkin   Martin Gardner   Carl Sagan   John Updike   John Leslie Mackie   Michael Shermer   A.J. Ayer   Daniel C. Dennett   Charles Templeton   Richard Dawkins   Victor J. Stenger   Elizabeth S.  Anderson   Penn Jillette   Ian McEwan   Steven Weinberg   Salman Rushdie   Ibn Warraq   Sam Harris   A.C. Grayling   Ayaan Hirsi Ali   John Stuart Mill   Karl Marx,2007,The Portable Atheist: Essential Readings for the Nonbeliever,eng,4.02,1,744
9.78038E+12,Stephen R. Lawhead,1987,Taliesin (The Pendragon Cycle   #1),eng,3.98,1,1189
9.78035E+12,Larry Niven,1979,The Ringworld Engineers (Ringworld #2),eng,3.86,0,649
9.78099E+12,Cora Carmack,2012,Losing It (Losing It   #1),eng,3.77,1,800
9.78032E+12,J.J. Abrams   Doug Dorst,2013,S.,eng,3.84,1,1092
9.7816E+12,Michelle Rowen   Richelle Mead,2011,Vampire Academy: The Ultimate Guide (Vampire Academy),eng,4.45,1,1210
9.78039E+12,Brandon Sanderson,2015,Firefight (The Reckoners   #2),eng,4.29,1,1136
9.78055E+12,Dean Koontz,2004,The Taking,en-US,3.78,0,764
9.78062E+12,Jean Lee Latham,1955,Carry On   Mr. Bowditch,eng,4.11,1,695
9.78033E+12,Janet Evanovich,1999,High Five (Stephanie Plum   #5),eng,4.17,1,996
9.78159E+12,Edgar Allan Poe   Benjamin F. Fisher,1849,Essential Tales and Poems,en-US,4.35,1,580
9.78053E+12,Daniel Suarez,2006,Daemon (Daemon   #1),en-US,4.17,1,1254
9.78074E+12,William Shakespeare   Barbara A. Mowat   Paul Werstine,1603,Measure for Measure,eng,3.67,0,877
9.78193E+12,Margaret Weis   Tracy Hickman,1985,Dragons of Winter Night (Dragonlance: Chronicles   #2),eng,4.13,1,904
9.78074E+12,Stephen King   Josh Hamilton,2000,Riding the Bullet,eng,3.6,1,706
9.78044E+12,Ken Follett,1993,A Dangerous Fortune,eng,3.99,0,925
9.78045E+12,Sidney Sheldon,1995,Morning   Noon & Night,eng,3.62,1,930
9.7807E+12,Alwyn Hamilton,2016,Rebel of the Sands (Rebel of the Sands   #1),eng,3.96,1,893
9.78001E+12,Dr. Seuss,1937,And to Think That I Saw it on Mulberry Street,en-US,3.99,0,1150
9.78185E+12,Peter  May,2009,The Blackhouse (Lewis Trilogy   #1),eng,4.04,0,508
9.78069E+12,Dennis Lehane,2008,The Given Day (Coughlin #1),en-US,4.03,0,1355
9.78031E+12,Philip Roth,2006,Everyman,eng,3.54,1,1249
9.78045E+12,Maeve Binchy,2000,Scarlet Feather,eng,3.93,1,715
9.78006E+12,Sarah MacLean,2010,Nine Rules to Break When Romancing a Rake (Love By Numbers   #1),en-US,4.08,0,670
9.78015E+12,Edith Pattou,2003,East,en-US,4.14,1,687
9.78081E+12,Robert Jordan,1998,The Path of Daggers (Wheel of Time   #8),eng,3.9,1,912
9.78355E+12,Daniel Glattauer,2006,Gut gegen Nordwind (Gut gegen Nordwind   #1),ger,3.88,0,1340
9.78077E+12,Terry Goodkind,2007,Confessor (Sword of Truth   #11),en-US,4.08,1,787
9.78001E+12,Bernard Cornwell,2009,The Burning Land (The Saxon Stories   #5),eng,4.29,0,707
9.7814E+12,Richard Castle,2010,Naked Heat (Nikki Heat   #2),en-US,3.75,1,1433
9.78081E+12,Bill O'Reilly   Martin Dugard,2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,eng,4.02,0,831
9.78084E+12,Karen Kingsbury,2005,Fame (Firstborn   #1),en-US,4.34,0,873
9.78032E+12,James Patterson   Michael Ledwidge,2007,The Quickie,eng,3.82,1,1209
9.7815E+12,Ruth Ware,2016,The Woman in Cabin 10,eng,3.67,1,1210
9.78076E+12,Kate DiCamillo   Timothy Basil Ering,2004,The Tale of Despereaux,en-US,4,1,1326
9.78079E+12,Mark Millar   Steve McNiven   Dexter Vines   Morry Hollowell,2006,Civil War: A Marvel Comics Event,eng,4.05,1,799
9.78144E+12,John Grisham,2010,The Abduction (Theodore Boone   #2),eng,3.76,1,1048
9.78085E+12,Max Lucado,2000,He Chose the Nails,en-US,4.37,1,551
9.78044E+12,Sophie Kinsella,2000,Confessions of a Shopaholic (Shopaholic   #1),eng,3.61,0,1311
9.78125E+12,Gregg Hurwitz,2016,Orphan X (Orphan X   #1),eng,4.08,1,915
9.78031E+12,Tatiana de Rosnay,2009,A Secret Kept,eng,3.33,0,1262
9.78055E+12,Ann Brashares,2005,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood   #3),eng,3.82,1,618
9.7804E+12,Nora Roberts,2007,High Noon,eng,3.94,1,669
9.78146E+12,S.C. Stephens,2009,Thoughtless (Thoughtless   #1),eng,4.12,0,1077
9.78006E+12,Margaret Wise Brown   Clement Hurd,1942,The Runaway Bunny,en-US,4.14,0,775
9.78014E+12,Guy de Maupassant   Douglas Parmée,1885,Bel-Ami,eng,3.81,1,741
9.78045E+12,Stephen King,1996,The Green Mile   Part 5: Night Journey,eng,4.51,1,1041
9.78158E+12,Mary Hoffman,2002,City of Masks (Stravaganza   #1),eng,3.9,0,1088
9.7819E+12,William Shakespeare   Katherine Duncan-Jones,1592,Shakespeare's Sonnets,en-US,4.24,0,661
9.78186E+12,Philip K. Dick,1974,Flow My Tears   the Policeman Said,eng,3.93,1,715
9.78001E+12,Lauren Weisberger,2010,Last Night at Chateau Marmont,en-GB,3.51,0,659
9.78053E+12,Jojo Moyes,2014,One Plus One,eng,3.94,0,523
9.78014E+12,Jon Scieszka   Lane Smith,1989,The True Story of the 3 Little Pigs,en-GB,4.29,1,1255
9.78038E+12,Julia Quinn,2002,Romancing Mister Bridgerton (Bridgertons   #4),eng,4.2,1,934
9.78156E+12,Tony Kushner,1993,Angels in America   Part Two: Perestroika,en-US,4.26,0,921
9.78157E+12,Elizabeth Wurtzel,1994,Prozac Nation,en-US,3.57,0,658
9.7808E+12,Robert Jackson Bennett,2014,City of Stairs (The Divine Cities   #1),eng,4.13,1,1413
9.78074E+12,Shari Lapena,2016,The Couple Next Door,eng,3.74,0,1253
9.78035E+12,Peter V. Brett,2015,The Skull Throne (Demon Cycle   #4),eng,4.14,1,1354
9.78061E+12,Caroline Myss,2001,Sacred Contracts: Awakening Your Divine Potential,en-US,3.97,1,947
9.78084E+12,Bill Watterson,1996,It's a Magical World: A Calvin and Hobbes Collection,eng,4.75,0,761
9.78014E+12,Michael Moore,2001,Stupid White Men,en-GB,3.3,1,1380
9.78159E+12,Stephen Crane   George Stade   Richard Fusco,1895,The Red Badge of Courage and Selected Short Fiction  ,en-US,3.64,0,1031
9.78031E+12,Robert Kirkman   Jay Bonansinga,2011,Rise of the Governor (The Walking Dead #1),eng,3.9,1,605
9.78055E+12,Maya Angelou,1969,I Know Why the Caged Bird Sings,en-US,4.19,1,1191
9.78006E+12,Dorothea Benton Frank,2013,The Last Original Wife,eng,3.67,1,1092
9.78052E+12,Nora Roberts,2000,Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy   #3),en-US,4.14,0,549
9.7814E+12,Wayne W. Dyer,1899,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,eng,4.24,0,1215
9.78222E+12,Hunter S. Thompson,1966,Hell's Angels: A Strange and Terrible Saga,fre,4,1,1365
9.78055E+12,Alice Schroeder,2008,The Snowball: Warren Buffett and the Business of Life,eng,4.05,0,1288
9.78077E+12,Bill Bryson,1998,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,en-US,3.89,1,1202
9.78148E+12,Shelly Crane,2011,Significance (Significance   #1),eng,4.13,1,724
9.78038E+12,Marjane Satrapi   Anjali Singh,2001,Persepolis 2: The Story of a Return (Persepolis   #2),eng,4.23,0,903
9.78031E+12,Karen Kingsbury,2011,Leaving (Bailey Flanigan   #1),en-US,4.22,1,1192
9.78069E+12,Livia E. Bitton-Jackson,1997,I Have Lived a Thousand Years,eng,4.17,0,932
9.78146E+12,J.A. Redmerski,2013,The Edge of Always (The Edge of Never   #2),eng,4.02,1,1201
9.78006E+12,Josh Kilmer-Purcell,2006,I Am Not Myself These Days,eng,3.96,1,674
9.78068E+12,Dr. Seuss,1963,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),eng,4.07,1,990
9.78977E+12,يوسف زيدان   Youssef Ziedan,2010,النبطي,ara,3.43,0,702
9.78045E+12,Sandra Brown,1999,The Alibi,eng,4.03,1,1111
9.78144E+12,Kimberly Derting,2011,The Pledge (The Pledge   #1),eng,3.8,1,1258
9.78006E+12,Jared Diamond,1991,The Third Chimpanzee: The Evolution and Future of the Human Animal,eng,4.04,1,1074
9.78075E+12,J.D. Robb,1996,Immortal in Death (In Death   #3),eng,4.26,1,1258
9.78159E+12,Khaled Hosseini,2012,And the Mountains Echoed,eng,4.03,0,933
9.78001E+12,Diana Wynne Jones,1977,Charmed Life (Chrestomanci   #1),eng,3.95,0,529
9.78006E+12,Amy Tintera,2013,Reboot (Reboot   #1),eng,3.92,0,1010
9.7814E+12,Cecelia Ahern,2005,If You Could See Me Now,en-US,3.84,1,902
9.78081E+12,Barbara Kingsolver,1988,The Bean Trees (Greer Family   #1),eng,3.94,0,561
9.78039E+12,John Grisham,2008,The Appeal,en-US,3.58,0,1156
9.78045E+12,Daniel Silva,2002,The English Assassin (Gabriel Allon   #2),en-US,4.12,0,955
9.78045E+12,Michael Connelly,1999,Void Moon,eng,3.95,1,674
9.78069E+12,Neal Shusterman,2006,Everlost (Skinjacker   #1),eng,3.94,1,1117
9.78144E+12,Emily Carroll,2014,Through the Woods,eng,3.92,1,1449
9.7816E+12,Natsuki Takaya   Alethea Nibley   Athena Nibley,2004,Fruits Basket   Vol. 14,en-US,4.46,1,1199
9.78031E+12,Sherrilyn Kenyon,2010,Infinity (Chronicles of Nick   #1),en-US,4.04,1,620
9.78055E+12,Brian Selznick,2015,The Marvels,eng,3.93,0,992
9.78067E+12,Amor Towles,2011,Rules of Civility,eng,3.99,0,517
9.7804E+12,J.D. Robb,2013,Thankless in Death (In Death   #37),eng,4.28,1,881
9.78045E+12,Al Franken,2003,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,en-US,3.81,0,932
9.78032E+12,James Patterson   Michael Ledwidge,2011,Now You See Her,en-US,3.98,1,1195
9.78147E+12,Amy A. Bartol,2011,Intuition (The Premonition   #2),en-US,4.29,1,1191
9.78185E+12,Alex Marwood,2008,The Wicked Girls,eng,3.48,1,723
9.78035E+12,Arthur C. Clarke,1953,Childhood's End,en-US,4.09,0,704
9.78055E+12,Lisa Gardner,2007,Hide (Detective D.D. Warren   #2),eng,4.14,1,1057
9.78079E+12,Christopher Yost   Pasqual Ferry   Orson Scott Card,2010,Ender's Game   Volume 2: Command School,en-US,4.6,0,912
9.7816E+12,Richelle Mead,2010,Last Sacrifice (Vampire Academy   #6),eng,4.42,1,1479
9.78148E+12,Jessica Park,2013,Left Drowning (Left Drowning   #1),eng,4.14,1,853
9.78006E+12,Gordon Korman,2012,Ungifted,eng,4,0,1370
9.78035E+12,Miriam Toews,2014,All My Puny Sorrows,eng,3.93,1,1180
9.78068E+12,Ursula Hegi,1994,Stones from the River,en-GB,4.07,1,727
9.7804E+12,John Flanagan,2005,The Icebound Land (Ranger's Apprentice   #3),eng,4.22,0,1237
9.78067E+12,Elif Shafak   إليف شافاق   ارسلان فصیحی   محمد درويش,2010,The Forty Rules of Love,eng,4.17,1,1488
9.78079E+12,Steve Martin,2000,Shopgirl,en-US,3.42,0,994
9.78031E+12,Nora Ephron,2006,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,en-US,3.65,1,656
9.78006E+12,Ree Drummond,2011,The Pioneer Woman: Black Heels to Tractor Wheels,en-US,3.81,0,555
9.7816E+12,Natsuki Takaya   Alethea Nibley   Athena Nibley,2004,Fruits Basket   Vol. 15,en-US,4.45,0,1390
9.78059E+12,Steven Erikson,2007,Reaper's Gale (The Malazan Book of the Fallen   #7),eng,4.34,1,928
9.78142E+12,Tsugumi Ohba   Takeshi Obata,2005,Death Note   Vol. 8: Target (Death Note   #8),eng,4.27,0,1051
9.78076E+12,Arthur Conan Doyle,1917,His Last Bow: 8 Stories,eng,4.27,1,917
9.78067E+12,Blaine Harden,2012,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,eng,3.99,1,1433
9.78159E+12,Stephen Coonts,1986,Flight of the Intruder (Jake Grafton #1),eng,4.04,1,685
9.78055E+12,Frederick Forsyth,1989,The Negotiator,eng,3.95,1,1147
9.78053E+12,John Green,2006,An Abundance of Katherines,eng,3.63,0,764
9.78142E+12,Holly Black,2010,White Cat (Curse Workers   #1),eng,3.81,1,1369
9.78044E+12,Suzanne Collins,2008,The Hunger Games (The Hunger Games   #1),eng,4.34,0,1324
9.78148E+12,Cary Elwes   Joe Layden   Various   Rob Reiner,2014,As You Wish: Inconceivable Tales from the Making of The Princess Bride,eng,4.08,1,1486
9.78045E+12,James Patterson,2001,1st to Die (Women's Murder Club   #1),en-US,4.05,1,532
9.78142E+12,Brad Thor,2005,Blowback (Scot Harvath   #4),eng,4.17,1,1070
9.7814E+12,Sergei Lukyanenko   Andrew Bromfield,1998,Night Watch (Watch #1),eng,3.97,0,689
